,Country_Code,GDP_Constant_USD_value_crisis,GDP_Constant_USD_value_pre_crisis,GDP_Constant_USD_crisis_year,GDP_Constant_USD_turn_around_year,GDP_Constant_USD_recovery_year_1_2,GDP_Constant_USD_recovery_year_3_4,GDP_Constant_USD_recovery_year,GDP_Constant_USD_recovery_year_1_2_str,GDP_Constant_USD_recovery_year_3_4_str,GDP_Constant_USD_recovery_year_str,GDP_Constant_USD_crisis_shock,GDP_Constant_USD_recovery_time_1_2,GDP_Constant_USD_recovery_time_3_4,GDP_Constant_USD_recovery_time,GDP_growth_rate_value_crisis,GDP_growth_rate_value_pre_crisis,GDP_growth_rate_crisis_year,GDP_growth_rate_turn_around_year,GDP_growth_rate_recovery_year_1_2,GDP_growth_rate_recovery_year_3_4,GDP_growth_rate_recovery_year,GDP_growth_rate_recovery_year_1_2_str,GDP_growth_rate_recovery_year_3_4_str,GDP_growth_rate_recovery_year_str,GDP_growth_rate_crisis_shock,GDP_growth_rate_recovery_time_1_2,GDP_growth_rate_recovery_time_3_4,GDP_growth_rate_recovery_time,revenue_deficit_value_crisis,revenue_deficit_value_pre_crisis,revenue_deficit_crisis_year,revenue_deficit_turn_around_year,revenue_deficit_recovery_year_1_2,revenue_deficit_recovery_year_3_4,revenue_deficit_recovery_year,revenue_deficit_recovery_year_1_2_str,revenue_deficit_recovery_year_3_4_str,revenue_deficit_recovery_year_str,revenue_deficit_crisis_shock,revenue_deficit_recovery_time_1_2,revenue_deficit_recovery_time_3_4,revenue_deficit_recovery_time,neg_govt_expenditure_value_crisis,neg_govt_expenditure_value_pre_crisis,neg_govt_expenditure_crisis_year,neg_govt_expenditure_turn_around_year,neg_govt_expenditure_recovery_year_1_2,neg_govt_expenditure_recovery_year_3_4,neg_govt_expenditure_recovery_year,neg_govt_expenditure_recovery_year_1_2_str,neg_govt_expenditure_recovery_year_3_4_str,neg_govt_expenditure_recovery_year_str,neg_govt_expenditure_crisis_shock,neg_govt_expenditure_recovery_time_1_2,neg_govt_expenditure_recovery_time_3_4,neg_govt_expenditure_recovery_time,Total_Revenue_excl_SC_value_crisis,Total_Revenue_excl_SC_value_pre_crisis,Total_Revenue_excl_SC_crisis_year,Total_Revenue_excl_SC_turn_around_year,Total_Revenue_excl_SC_recovery_year_1_2,Total_Revenue_excl_SC_recovery_year_3_4,Total_Revenue_excl_SC_recovery_year,Total_Revenue_excl_SC_recovery_year_1_2_str,Total_Revenue_excl_SC_recovery_year_3_4_str,Total_Revenue_excl_SC_recovery_year_str,Total_Revenue_excl_SC_crisis_shock,Total_Revenue_excl_SC_recovery_time_1_2,Total_Revenue_excl_SC_recovery_time_3_4,Total_Revenue_excl_SC_recovery_time,Tax_Revenue_value_crisis,Tax_Revenue_value_pre_crisis,Tax_Revenue_crisis_year,Tax_Revenue_turn_around_year,Tax_Revenue_recovery_year_1_2,Tax_Revenue_recovery_year_3_4,Tax_Revenue_recovery_year,Tax_Revenue_recovery_year_1_2_str,Tax_Revenue_recovery_year_3_4_str,Tax_Revenue_recovery_year_str,Tax_Revenue_crisis_shock,Tax_Revenue_recovery_time_1_2,Tax_Revenue_recovery_time_3_4,Tax_Revenue_recovery_time,Income_Taxes_value_crisis,Income_Taxes_value_pre_crisis,Income_Taxes_crisis_year,Income_Taxes_turn_around_year,Income_Taxes_recovery_year_1_2,Income_Taxes_recovery_year_3_4,Income_Taxes_recovery_year,Income_Taxes_recovery_year_1_2_str,Income_Taxes_recovery_year_3_4_str,Income_Taxes_recovery_year_str,Income_Taxes_crisis_shock,Income_Taxes_recovery_time_1_2,Income_Taxes_recovery_time_3_4,Income_Taxes_recovery_time,Value_Added_Tax_value_crisis,Value_Added_Tax_value_pre_crisis,Value_Added_Tax_crisis_year,Value_Added_Tax_turn_around_year,Value_Added_Tax_recovery_year_1_2,Value_Added_Tax_recovery_year_3_4,Value_Added_Tax_recovery_year,Value_Added_Tax_recovery_year_1_2_str,Value_Added_Tax_recovery_year_3_4_str,Value_Added_Tax_recovery_year_str,Value_Added_Tax_crisis_shock,Value_Added_Tax_recovery_time_1_2,Value_Added_Tax_recovery_time_3_4,Value_Added_Tax_recovery_time,Excise_Taxes_value_crisis,Excise_Taxes_value_pre_crisis,Excise_Taxes_crisis_year,Excise_Taxes_turn_around_year,Excise_Taxes_recovery_year_1_2,Excise_Taxes_recovery_year_3_4,Excise_Taxes_recovery_year,Excise_Taxes_recovery_year_1_2_str,Excise_Taxes_recovery_year_3_4_str,Excise_Taxes_recovery_year_str,Excise_Taxes_crisis_shock,Excise_Taxes_recovery_time_1_2,Excise_Taxes_recovery_time_3_4,Excise_Taxes_recovery_time,Trade_Taxes_value_crisis,Trade_Taxes_value_pre_crisis,Trade_Taxes_crisis_year,Trade_Taxes_turn_around_year,Trade_Taxes_recovery_year_1_2,Trade_Taxes_recovery_year_3_4,Trade_Taxes_recovery_year,Trade_Taxes_recovery_year_1_2_str,Trade_Taxes_recovery_year_3_4_str,Trade_Taxes_recovery_year_str,Trade_Taxes_crisis_shock,Trade_Taxes_recovery_time_1_2,Trade_Taxes_recovery_time_3_4,Trade_Taxes_recovery_time,Total_Non_Tax_Revenue_value_crisis,Total_Non_Tax_Revenue_value_pre_crisis,Total_Non_Tax_Revenue_crisis_year,Total_Non_Tax_Revenue_turn_around_year,Total_Non_Tax_Revenue_recovery_year_1_2,Total_Non_Tax_Revenue_recovery_year_3_4,Total_Non_Tax_Revenue_recovery_year,Total_Non_Tax_Revenue_recovery_year_1_2_str,Total_Non_Tax_Revenue_recovery_year_3_4_str,Total_Non_Tax_Revenue_recovery_year_str,Total_Non_Tax_Revenue_crisis_shock,Total_Non_Tax_Revenue_recovery_time_1_2,Total_Non_Tax_Revenue_recovery_time_3_4,Total_Non_Tax_Revenue_recovery_time
80,GBR,2400495860780.795,2517311998561.836,2008,2010,2011,2012,2013,2011,2012,2013,-116816137781.04102,3,4,5,,2.3567111,2008,,,,,Trend,Trend,Trend,,,,,-10.687722,-4.3431559,2008,2010,2013,2015,2017,2013,2015,2017,-6.344566100000001,5,7,9,,-36.481825965708296,2008,,,,,Trend,Trend,Trend,,,,,30.99484561469432,32.94862093410597,2009,2010,2010,2017,2018,2010,2017,Did not Recover,-1.9537753194116476,1,8,9,24.8830831971275,26.72370342707191,2008,2010,2010,2011,2018,2010,2011,Did not Recover,-1.8406202299444097,2,3,10,11.0720516182291,13.01368321432222,2008,2015,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-1.9416315960931207,10,10,10,5.606154565372787,6.8709501181313035,2008,2010,2010,2011,2011,2010,2011,2011,-1.2647955527585166,2,3,3,2.414111697681901,2.603664061730274,2008,2017,2018,2018,2008,Did not Recover,Did not Recover,2008,-0.18955236404837317,10,10,0,,0.0288530313813828,2008,,,,,Trend,Trend,Trend,,,,,5.368694926760692,7.079900101339789,2009,2013,2013,2018,2018,2013,Did not Recover,Did not Recover,-1.7112051745790975,4,9,9
81,GEO,10953977075.560959,11368955405.94058,2009,2010,2010,2010,2010,2010,2010,2010,-414978330.3796215,1,1,1,-3.6501050000000004,12.578785,2008,2010,2010,2018,2018,2010,Did not Recover,Did not Recover,-16.22889,2,10,10,,0.46410531,2008,,,,,Trend,Trend,Trend,,,,,,-22.89070131459709,2008,,,,,Trend,Trend,Trend,,,,,24.877102191205697,26.265101149450498,2009,2011,2011,2011,2012,2011,2011,2012,-1.3879989582448005,2,2,3,22.449719106324622,23.8361936667927,2009,2011,2011,2011,2011,2011,2011,2011,-1.386474560468077,2,2,2,8.200431550291768,9.470883523128188,2009,2011,2011,2011,2012,2011,2011,2012,-1.2704519728364208,2,2,3,10.16106341307525,11.11106924132724,2008,2011,2011,2011,2018,2011,2011,Did not Recover,-0.9500058282519888,3,3,10,2.357385194683821,2.600430579719321,2009,2010,2010,2010,2014,2010,2010,2014,-0.24304538503549988,1,1,5,,0.2927372957131359,2008,,,,,Trend,Trend,Trend,,,,,1.658242150743513,2.699938596615769,2008,2017,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-1.0416964458722562,10,10,10
82,GHA,,26057135212.32456,2008,,,,,Trend,Trend,Trend,,,,,2.17821,9.1497955,2009,2016,2017,2017,2011,2017,2017,2011,-6.9715855,8,8,2,-15.393923999999998,-7.0905662,2008,2016,,,2014,Did not Recover,Did not Recover,2014,-8.303357799999999,,,6,,-17.86514414539147,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,10.49267890540408,10.774577872983867,2008,2009,2009,2009,2009,2009,2009,2009,-0.28189896757978694,1,1,1,9.036885831513198,9.70873550907258,2008,2010,2010,2010,2010,2010,2010,2010,-0.6718496775593827,2,2,2,,2.962342489919355,2008,,,,,Trend,Trend,Trend,,,,,3.1217518218375564,3.4396578881048385,2008,2010,2011,2011,2011,2011,2011,2011,-0.31790606626728213,3,3,3,,1.4902060231854841,2008,,,,,Trend,Trend,Trend,,,,,,1.816529107862904,2008,,,,,Trend,Trend,Trend,,,,,,1.06584236391129,2008,,,,,Trend,Trend,Trend,,,,
83,GIB,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
84,GIN,6538276245.6141405,6612176481.919279,2009,2010,2010,2010,2010,2010,2010,2010,-73900236.30513859,1,1,1,-1.1176371999999999,6.8274775,2008,2010,2010,2011,2016,2010,2011,2016,-7.9451146999999995,2,3,8,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,10.57529072505008,11.1076655916646,2010,2011,2011,2011,2011,2011,2011,2011,-0.5323748666145214,1,1,1,10.11970058310448,10.245596626147359,2010,2011,2011,2011,2011,2011,2011,2011,-0.1258960430428786,1,1,1,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,1.7434594817471252,1.793772991012173,2008,2011,2011,2011,2009,2011,2011,2009,-0.05031350926504774,3,3,1,0.4581353382693174,0.8620689655172413,2010,2011,2011,2011,2011,2011,2011,2011,-0.4039336272479239,1,1,1
85,GMB,,793834647.4626336,2008,,,,,Trend,Trend,Trend,,,,,,3.6310212999999996,2008,,,,,Trend,Trend,Trend,,,,,,2.7748678,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,-8.120171628515548,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,10.070397018479222,10.89503942697371,2008,2010,2010,2010,2010,2010,2010,2010,-0.8246424084944888,2,2,2,8.160810529481159,9.541013477427663,2008,2011,2011,2012,2014,2011,2012,2014,-1.380202947946504,3,4,6,2.5208344117190333,3.245910153206959,2009,2010,2011,2012,2012,2011,2012,2012,-0.7250757414879256,2,3,3,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,1.8859194959131067,2.538405956457542,2008,2013,2013,2013,2009,2013,2013,2009,-0.6524864605444354,5,5,1,0.9601946270510896,1.35402594954604,2008,2010,2011,2013,2013,2011,2013,2013,-0.39383132249495045,3,5,5
86,GNB,,760801183.943933,2008,,,,,Trend,Trend,Trend,,,,,-1.7126821,3.2629521,2008,2013,2013,2013,2009,2013,2013,2009,-4.9756342,5,5,1,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,7.561435306532236,7.504988114892804,2008,2014,2014,2014,2008,2014,2014,2008,0.05644719163943268,6,6,0,5.132652734055214,5.801933119590205,2008,2009,2009,2009,2009,2009,2009,2009,-0.6692803855349911,1,1,1,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,1.0486662103949822,3.364466146246719,2009,2014,2014,2014,2014,2014,2014,2014,-2.3157999358517367,5,5,5
87,GNQ,15049397649.862219,17895574579.754692,2010,2017,2018,2018,2012,Did not Recover,Did not Recover,2012,-2846176929.892473,8,8,2,-8.924180999999999,17.799104999999997,2009,2011,2011,2018,2018,2011,Did not Recover,Did not Recover,-26.723285999999995,2,9,9,,33.422478000000005,2008,,,,,Trend,Trend,Trend,,,,,-10.24573809518425,-3.4260247972270115,2008,2017,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-6.819713297957238,10,10,10,,36.84850102340985,2008,,,,,Trend,Trend,Trend,,,,,6.305009329912616,12.767902226617858,2010,2017,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-6.462892896705242,8,8,8,7.317867140232472,6.777506404392387,2008,2009,,,2008,Did not Recover,Did not Recover,2008,0.5403607358400855,,,0,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,0.204314842148428,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,10.59842044504359,29.30162154155229,2008,2017,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-18.7032010965087,10,10,10
88,GRC,243989731226.5988,332060633925.5088,2008,2014,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-88070902698.91,10,10,10,,3.2737417,2008,,,,,Trend,Trend,Trend,,,,,,-14.405629000000001,2008,,,,,Trend,Trend,Trend,,,,,,-44.04958396783579,2008,,,,,Trend,Trend,Trend,,,,,28.769776116261248,29.931402124054713,2009,2010,2010,2010,2010,2010,2010,2010,-1.1616260077934655,1,1,1,20.23843960494235,20.46627559681128,2008,2009,2009,2009,2010,2009,2009,2010,-0.227835991868929,1,1,2,7.057881441041273,7.2584284148778435,2008,2011,2011,2011,2009,2011,2011,2009,-0.2005469738365706,3,3,1,7.425884294458897,8.576800694243563,2009,2010,2016,2016,2016,2016,2016,2016,-1.1509163997846654,7,7,7,2.227778007355676,2.470186295365178,2008,2009,2009,2009,2009,2009,2009,2009,-0.2424082880095022,1,1,1,,0.0030082296568469,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,8.057372839256697,9.69296251911236,2009,2010,2010,2011,2011,2010,2011,2011,-1.6355896798556628,1,2,2
89,GRD,767936889.4271343,829856141.3460304,2009,2013,2014,2014,2014,2014,2014,2014,-61919251.91889608,5,5,5,-6.6132798,6.1234541,2008,2010,2011,2014,2014,2011,2014,2014,-12.7367339,3,6,6,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,19.29892223823247,20.91973955078125,2008,2010,2011,2015,2015,2011,2015,2015,-1.6208173125487804,3,7,7,18.24864010566763,19.66942465820312,2008,2010,2011,2016,2016,2011,2016,2016,-1.4207845525354905,3,8,8,2.9059548571428566,4.240299955156951,2009,2014,2014,2016,2016,2014,2016,2016,-1.3343450980140945,5,7,7,1.8025766090297792,1.8329841255605381,2009,2010,2010,2010,2010,2010,2010,2010,-0.030407516530758905,1,1,1,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,11.11741005859375,2008,,,,,Trend,Trend,Trend,,,,,0.8016693626373625,1.378415291479821,2009,2014,2014,2014,2014,2014,2014,2014,-0.5767459288424583,5,5,5
90,GRL,,2297647623.619779,2008,,,,,Trend,Trend,Trend,,,,,-1.6946683,6.166132900000001,2009,2014,2014,2014,2016,2014,2014,2016,-7.860801200000001,5,5,7,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
91,GTM,,38705172408.03662,2008,,,,,Trend,Trend,Trend,,,,,0.52604079,6.3040595,2008,2010,2011,2018,2018,2011,Did not Recover,Did not Recover,-5.7780187100000004,3,10,10,,0.078204706,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,-11.682269018627839,2009,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,10.64134671747301,12.535526943143449,2008,2010,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-1.8941802256704392,10,10,10,10.40391947199781,12.19682290290206,2008,2010,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-1.79290343090425,10,10,10,3.120412004172921,3.343726778285405,2008,2011,2011,2011,2011,2011,2011,2011,-0.22331477411248413,3,3,3,4.8890633314780185,5.922490906707808,2008,2010,2011,2011,2011,2011,2011,2011,-1.0334275752297897,3,3,3,,1.138711700884563,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,1.113905860839505,2008,,,,,Trend,Trend,Trend,,,,,,0.3387040402413925,2008,,,,,Trend,Trend,Trend,,,,
92,GUM,4779670149.559517,4698437820.118829,2008,2009,2009,2009,2008,2009,2009,2008,81232329.44068813,1,1,0,0.12292432,1.7289261999999999,2009,2012,2012,2012,2010,2012,2012,2010,-1.6060018799999998,3,3,1,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
93,GUY,,2067146794.4978218,2008,,,,,Trend,Trend,Trend,,,,,1.9766491999999998,7.0196371,2008,2009,2011,2018,2018,2011,Did not Recover,Did not Recover,-5.0429879,3,10,10,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,21.199675100764736,22.818839591994372,2008,2009,2009,2009,2009,2009,2009,2009,-1.6191644912296361,1,1,1,20.19969042620037,21.966082827869784,2008,2009,2009,2009,2017,2009,2009,2017,-1.766392401669414,1,1,9,,8.337592857629659,2008,2009,,,2016,Did not Recover,Did not Recover,2016,,,,8,,10.830266475839979,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,2.0164588018810057,2008,2009,,,2013,Did not Recover,Did not Recover,2013,,,,5,0.9999846745643745,0.8530407324110043,2008,2009,2009,2009,2008,2009,2009,2008,0.14694394215337014,1,1,0
94,HIC,44393081182815.62,45967757069088.15,2009,2010,2010,2010,2011,2010,2010,2011,-1574675886272.5312,1,1,2,,2.6549685000000003,2008,,,,,Trend,Trend,Trend,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,-29.775536723409502,-25.67804142134419,2008,2010,2016,2018,2018,2016,Did not Recover,Did not Recover,-4.097495302065312,8,10,10,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
95,HKG,214145040905.272,219543730106.7904,2009,2010,2010,2010,2010,2010,2010,2010,-5398689201.518402,1,1,1,,6.464832299999999,2008,,,,,Trend,Trend,Trend,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,19.342624955490173,22.306446258562737,2008,2009,2010,2010,2011,2010,2010,2011,-2.9638213030725638,2,2,3,12.49966099039021,13.94130931524708,2008,2010,2010,2011,2011,2010,2011,2011,-1.441648324856871,2,3,3,7.322969181766406,8.510455124721227,2009,2010,2010,2011,2011,2010,2011,2011,-1.1874859429548215,1,2,2,1.8835857118761594,3.122751030436963,2008,2009,2009,2010,2014,2009,2010,2014,-1.2391653185608034,1,2,6,0.35414597350025295,0.4276828313815003,2008,2009,2010,2010,2012,2010,2010,2012,-0.07353685788124736,2,2,4,0.0361380584933114,0.0774796517474418,2008,2017,2018,2018,2010,Did not Recover,Did not Recover,2010,-0.0413415932541304,10,10,2,6.622125602054013,8.365136943315669,2008,2009,2009,2010,2010,2009,2010,2010,-1.7430113412616555,1,2,2
96,HND,15269613868.512669,15650167709.79197,2009,2010,2010,2010,2010,2010,2010,2010,-380553841.2793007,1,1,1,,6.1883268,2008,,,,,Trend,Trend,Trend,,,,,-4.9584421999999995,-0.98715788,2009,2010,2015,2015,2015,2015,2015,2015,-3.9712843199999996,6,6,6,-24.24191773494857,-22.047000783867198,2009,2015,2015,2015,2015,2015,2015,2015,-2.194916951081371,6,6,6,18.64917716375457,21.05984292176193,2009,2010,2014,2014,2015,2014,2014,2015,-2.4106657580073616,5,5,6,14.845645643466652,16.77010254671001,2009,2010,2014,2014,2014,2014,2014,2014,-1.9244569032433585,5,5,5,4.424279785890419,5.071589308421138,2008,2011,2011,2011,2013,2011,2011,2013,-0.647309522530719,3,3,5,5.303847158530214,6.3747013341361285,2009,2010,2014,2014,2014,2014,2014,2014,-1.0708541756059144,5,5,5,2.6582464749214987,3.252471453587194,2008,2012,2015,2015,2015,2015,2015,2015,-0.5942249786656952,7,7,7,0.7040744493930243,1.23256367551923,2008,2014,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-0.5284892261262056,10,10,10,3.4567237418630987,4.289737326468941,2009,2016,2016,2016,2016,2016,2016,2016,-0.8330135846058426,7,7,7
97,HPC,,404516136101.8933,2008,,,,,Trend,Trend,Trend,,,,,4.2443233,6.6559715,2008,2010,2010,2018,2018,2010,Did not Recover,Did not Recover,-2.4116482,2,10,10,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
98,HRV,57931229123.775635,65515885554.058525,2009,2015,2017,2018,2018,2017,Did not Recover,Did not Recover,-7584656430.28289,8,9,9,-7.2914295,5.2836514,2008,2010,2011,2015,2018,2011,2015,Did not Recover,-12.5750809,3,7,10,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,-36.94580879010842,2009,,,,,Trend,Trend,Trend,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,23.59753101959845,25.46114465875474,2008,2012,2013,2013,2016,2013,2013,2016,-1.8636136391562914,5,5,8,5.510986652070762,6.931081262146881,2008,2016,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-1.4200946100761191,10,10,10,11.632728823567131,12.310872877506311,2008,2010,2012,2012,2012,2012,2012,2012,-0.6781440539391799,4,4,4,,3.7864009147630537,2008,,,,,Trend,Trend,Trend,,,,,-0.017593621971206,0.5458208403000725,2009,2017,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-0.5634144622712784,9,9,9,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
99,HTI,6622541528.568875,7007816740.328879,2010,2011,2011,2011,2012,2011,2011,2012,-385275211.76000404,1,1,2,-5.4977918,3.3432822,2008,2011,2011,2011,2011,2011,2011,2011,-8.841073999999999,3,3,3,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,,10.644359312023619,10.75244196083776,2008,2009,2009,2009,2009,2009,2009,2009,-0.10808264881414154,1,1,1,10.644359312023619,10.75244196083776,2008,2009,2009,2009,2009,2009,2009,2009,-0.10808264881414154,1,1,1,2.0341570852620583,2.039586575681392,2009,2010,2010,2010,2010,2010,2010,2010,-0.005429490419333494,1,1,1,3.175477239353891,3.3990219501269223,2010,2011,2011,2011,2011,2011,2011,2011,-0.2235447107730315,1,1,1,0.2327758198833097,0.8107309981372951,2008,2015,2015,2015,2015,2015,2015,2015,-0.5779551782539853,7,7,7,3.1594636657488326,3.1457453091636003,2008,2009,2009,2009,2008,2009,2009,2008,0.01371835658523235,1,1,0,,,2008,,,,,Did not Recover,Did not Recover,Did not Recover,,,,
100,HUN,130035306170.6466,139224057876.1124,2009,2010,2014,2014,2014,2014,2014,2014,-9188751705.46579,5,5,5,-6.5999726999999995,0.85551351,2009,2010,2010,2010,2011,2010,2010,2011,-7.455486209999999,1,1,2,-13.401148000000001,-10.722477,2008,2012,2012,2012,2012,2012,2012,2012,-2.6786710000000014,4,4,4,-46.00972614128597,-42.370813009999594,2008,2014,2015,2015,2017,2015,2015,2017,-3.6389131312863725,7,7,9,31.78706457336092,33.3355385049447,2010,2012,2012,2012,2012,2012,2012,2012,-1.548473931583782,2,2,2,23.84517476031207,26.14634382976942,2008,2012,2012,2012,2008,2012,2012,2008,-2.3011690694573517,4,4,0,6.205788985452973,10.16076382922321,2009,2012,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-3.9549748437702377,9,9,9,10.5116433494384,10.67138373417769,2008,2009,2009,2009,2009,2009,2009,2009,-0.15974038473929042,1,1,1,3.1462832743839217,3.777474580103023,2008,2015,2018,2018,2018,Did not Recover,Did not Recover,Did not Recover,-0.6311913057191014,10,10,10,,0.0358087471831645,2008,,,,,Trend,Trend,Trend,,,,,5.59456832989062,5.501991839933308,2008,2009,2009,2009,2008,2009,2009,2008,0.09257648995731227,1,1,0
